gene_names	gene_ids	imputed.log2.LFQ.intensity.00h_1	imputed.log2.LFQ.intensity.00h_2	imputed.log2.LFQ.intensity.00h_3	imputed.log2.LFQ.intensity.00h_4	imputed.log2.LFQ.intensity.01h_1	imputed.log2.LFQ.intensity.01h_2	imputed.log2.LFQ.intensity.01h_3	imputed.log2.LFQ.intensity.01h_4	imputed.log2.LFQ.intensity.02h_1	imputed.log2.LFQ.intensity.02h_2	imputed.log2.LFQ.intensity.02h_3	imputed.log2.LFQ.intensity.02h_4	imputed.log2.LFQ.intensity.03h_1	imputed.log2.LFQ.intensity.03h_2	imputed.log2.LFQ.intensity.03h_3	imputed.log2.LFQ.intensity.03h_4	imputed.log2.LFQ.intensity.04h_1	imputed.log2.LFQ.intensity.04h_2	imputed.log2.LFQ.intensity.04h_3	imputed.log2.LFQ.intensity.04h_4	imputed.log2.LFQ.intensity.05h_1	imputed.log2.LFQ.intensity.05h_2	imputed.log2.LFQ.intensity.05h_3	imputed.log2.LFQ.intensity.05h_4	imputed.log2.LFQ.intensity.06h_1	imputed.log2.LFQ.intensity.06h_2	imputed.log2.LFQ.intensity.06h_3	imputed.log2.LFQ.intensity.06h_4	imputed.log2.LFQ.intensity.08h_1	imputed.log2.LFQ.intensity.08h_2	imputed.log2.LFQ.intensity.08h_3	imputed.log2.LFQ.intensity.08h_4	imputed.log2.LFQ.intensity.10h_1	imputed.log2.LFQ.intensity.10h_2	imputed.log2.LFQ.intensity.10h_3	imputed.log2.LFQ.intensity.10h_4	imputed.log2.LFQ.intensity.12h_1	imputed.log2.LFQ.intensity.12h_2	imputed.log2.LFQ.intensity.12h_3	imputed.log2.LFQ.intensity.12h_4	imputed.log2.LFQ.intensity.14h_1	imputed.log2.LFQ.intensity.14h_2	imputed.log2.LFQ.intensity.14h_3	imputed.log2.LFQ.intensity.14h_4	imputed.log2.LFQ.intensity.16h_1	imputed.log2.LFQ.intensity.16h_2	imputed.log2.LFQ.intensity.16h_3	imputed.log2.LFQ.intensity.16h_4	imputed.log2.LFQ.intensity.18h_1	imputed.log2.LFQ.intensity.18h_2	imputed.log2.LFQ.intensity.18h_3	imputed.log2.LFQ.intensity.18h_4	imputed.log2.LFQ.intensity.20h_1	imputed.log2.LFQ.intensity.20h_2	imputed.log2.LFQ.intensity.20h_3	imputed.log2.LFQ.intensity.20h_4
Tollo	FBgn0029114	22.6302103	22.77167056	22.7260384	22.90725939	22.83386058	22.6408264	22.77226762	23.07855862	22.76232087	22.4278713	22.82105493	22.58168604	25.92854476	25.99245509	26.60356953	26.72689396	26.4781544	25.85619108	26.75123675	26.95582175	26.906442	26.28243705	27.08537391	26.6285361	27.02189275	26.67370955	26.56511025	26.80808552	27.36678043	26.76913343	26.90495024	26.5571167	27.05940817	26.27314521	26.40574499	27.06794455	26.71187867	27.38030437	26.89377053	27.59256277	27.0570337	26.58147139	26.63519534	26.35242147	26.85756799	26.80783993	26.25511878	26.37686489	26.34394364	26.32404056	26.79476368	26.41590008	27.02675458	26.75340632	26.45246221	26.17848964
Toll-6	FBgn0036494	22.32478961	22.08123986	22.24217011	22.46130777	22.43996782	22.33199281	22.76790075	22.51684903	21.87687041	22.89579678	22.95488056	22.22551959	25.69366667	24.86038783	25.00624526	25.47140978	24.0979453	24.25270749	23.49619062	24.74082865	25.54724784	23.62086773	27.44758372	25.36683044	25.38834187	25.32371423	24.82822793	25.23925209	25.16859684	24.78715968	24.93768703	27.03862868	25.15255626	25.32995315	23.50942032	24.59354614	24.47221585	25.21204242	25.02576241	24.79013556	24.87126531	26.75709982	25.64611633	23.21320748	24.93223855	26.14691713	26.84242113	22.55489701	25.71001522	24.21504591	26.72468412	24.23352196	23.64273305	24.79837766	24.66383777	26.04836996
CG5114	FBgn0036460	26.54400954	25.8400016	26.40903303	26.01066929	26.48032884	26.42683112	26.25373108	26.04667852	25.89782618	26.08934931	27.02440437	26.29184505	27.12159074	27.15112434	26.76900728	26.8148228	26.67168661	27.0631169	26.45561657	26.68939191	27.47134776	26.86773535	26.17799566	26.82432387	27.04614382	26.49403997	27.07019876	27.00077664	27.3390063	27.281889	26.68845842	26.89631374	27.58060913	27.04343453	27.47807723	27.13094646	26.86726403	26.83773764	27.14150925	27.09012777	26.83930049	27.00720816	27.12819528	27.603711	27.3514445	27.32560246	27.24181779	27.49640399	27.33244801	27.30478175	27.80790133	26.59220631	27.02506536	26.87267488	26.917069	27.13398629
mnd	FBgn0002778	29.32427238	29.71477965	29.60978136	29.23395617	28.04687238	28.69504654	27.73201553	28.07515586	27.24490513	27.0403021	26.10373602	26.96069012	26.8844845	26.72338264	26.16741049	26.44072599	26.20164894	26.04934671	26.34206232	26.18521754	25.92354384	26.06907209	26.33309665	25.9280929	26.34092556	26.80648846	26.57165109	26.12392057	26.8307442	26.02419887	26.48960655	26.57291228	27.15682422	26.52239511	28.30824736	26.30183749	26.41631897	26.95537836	26.60163211	27.19022683	27.05625943	27.04822443	27.13877816	26.98413662	27.11545203	27.19206476	27.70201835	27.42494371	26.09438283	27.07243149	26.6099965	27.36344221	27.13379037	27.2719528	27.04009303	27.49350563
Prosbeta2	FBgn0023174	30.98956029	30.19048787	29.84409868	30.0462219	30.34509073	30.82532514	30.65471753	30.01398377	30.51399285	30.198238	30.29340271	30.28780043	31.34270877	31.83202032	32.21777977	31.98111085	32.00721484	32.70662323	31.79741781	31.80328133	31.81275902	32.23377908	31.87818247	32.29504631	32.23283611	32.01128667	32.09443191	32.23106281	32.21668176	32.19031125	32.10954863	32.05872462	32.7727201	32.41583764	32.75968521	31.93859584	32.03288772	31.72114297	32.21155631	32.62538219	32.1402297	32.23063346	31.96382097	32.08195054	31.38427313	32.05756313	32.02696559	32.15665548	32.2393386	32.04599416	32.27877467	31.94366929	31.79366346	31.83984859	31.57393621	31.53774241
Aats-gly	NA	22.26594504	22.22817679	22.78514514	22.78969785	27.30193249	26.7100521	26.87267488	26.60182346	27.49473197	26.67304138	27.29764092	26.87301541	27.47374922	28.22273927	27.7240986	27.97857646	27.83532993	27.31354405	27.46279405	27.72747557	28.03815768	27.51085131	27.37691456	27.61179428	27.69803122	27.68040389	27.93926866	28.41956934	28.11013383	28.08222978	27.02223809	25.43494911	27.78233367	28.0532406	27.80648846	27.93413865	27.73840815	27.8595835	27.69822722	27.29123029	27.20110046	27.48439134	26.9808726	27.71063126	27.80417559	27.77291276	27.85066647	27.70041453	27.30864854	27.81811872	27.79439187	27.40914741	27.48043428	27.2602435	27.25590246	27.28912057
Cep135	FBgn0036480	31.1374229	30.71579443	31.22147218	30.6467584	30.85860574	30.82046399	30.71520767	31.40593363	30.33106013	30.30105686	29.52852234	30.41467895	28.8253858	28.75382071	29.55625438	30.37710079	27.44311042	27.17645563	26.78997711	27.46751854	27.23187537	30.03957022	29.65352218	30.09748051	29.4805253	29.69673862	29.57007689	29.89326424	28.78575128	29.34969525	29.27023115	29.25665682	29.09251915	29.7188372	29.96887949	29.56492269	30.05683644	30.16484341	30.11247228	30.05310981	29.48039048	29.93832111	29.4078158	29.52007002	28.12598071	27.80919014	27.80948571	27.09968907	22.47514344	21.95406483	22.67153421	22.26258822	22.54295406	22.14147667	22.5882773	22.53201959
Pex3	FBgn0036484	29.07265389	29.31142342	29.35527279	29.33590122	28.60155199	29.41264143	28.67818366	28.93263892	28.90944949	28.49403997	28.89501379	28.97224186	28.81402821	28.55497457	28.70516936	28.62118224	28.67919094	28.62058811	28.95263182	28.6602374	28.50695654	28.46991273	28.78347374	28.51389876	28.34295244	28.425384	28.10853953	28.33402642	28.31224608	28.11137816	28.22830127	28.18952206	28.39970383	27.83749705	28.01860703	27.61357996	28.24295361	28.24372546	28.11892064	27.24327148	27.80180998	28.14574196	27.92263684	28.33116694	27.49571806	28.24508653	28.08886497	28.47324602	28.02083365	27.97350145	28.17612269	28.34853495	27.78954956	28.47854018	28.63148799	28.51679404
Prp31	FBgn0036487	27.84613309	27.55822672	27.41167209	27.25277514	27.08151887	26.78668621	27.82292699	26.92116175	27.4436374	28.06049087	28.62498583	27.31016689	28.78578245	28.47266518	28.41671359	28.84116169	28.65191545	28.00270911	28.57221119	28.50419301	28.66725997	28.30769396	28.49933455	28.49209248	28.65710525	28.3113368	28.66010136	28.90589711	28.49468856	28.82980716	28.5932398	28.77395034	28.72559447	28.73766703	28.81763091	28.97547078	28.52320311	28.70885677	28.86393098	29.02765117	28.66271786	28.72718618	29.01778443	28.92275025	28.9791833	29.08225517	28.91988402	29.23404757	28.82617416	29.09725444	28.76430038	29.4107021	29.48573529	29.58015984	29.23744792	29.32008102
CG6878	FBgn0036488	27.66180093	28.49442153	28.92467679	28.81366133	28.09828401	28.12681773	28.39684926	28.66668453	28.23466433	28.0903802	27.93246525	28.5253705	27.74746416	27.79066846	27.67445059	27.96895079	26.94424897	27.93910048	27.2131741	27.49304746	27.34392671	26.94458411	27.36469495	27.02759845	27.03548578	27.75970505	26.90069603	27.40543664	27.76363576	27.30286605	27.25916612	27.45473844	28.31980117	27.74342488	28.08895693	27.50771275	28.06568681	27.5896372	27.12908016	27.36786369	28.13868053	27.25475847	27.81017131	28.17350407	28.36239743	28.19788663	28.35228675	28.28898861	27.89642923	26.85495548	27.88582305	28.04369526	28.43475827	28.12780183	27.57686673	28.64982744
CG7011	FBgn0036489	27.94765254	28.44430903	28.07193824	27.94715088	28.53519491	28.53789975	27.56783066	28.0115866	28.54546851	28.18167746	27.72468412	28.10244503	28.03475145	27.91250784	27.25961513	28.1643732	28.12193651	27.71056558	27.75085355	28.16024298	28.09978938	27.38615576	28.18617206	27.65540014	27.43714197	27.58233313	27.60689054	27.55471847	28.13819226	27.56201773	27.67909024	28.07030114	28.35211834	27.86914837	28.08187437	27.81286611	28.30103505	27.89267093	27.43451968	26.60837192	28.35774944	27.89070115	27.73440801	27.60123318	27.75130061	28.45120482	27.68056642	28.37314334	28.47630123	27.92223985	27.54074731	28.00651279	27.86596712	28.15966573	28.16696057	27.96702753
Msh6	FBgn0036486	30.41759908	29.30823663	29.66135923	29.9762359	30.72411487	30.18695128	31.60862749	30.14892047	29.35470549	30.10074197	32.07412241	29.45890873	29.78542391	29.42488366	29.90999303	29.70740927	30.05025014	29.85215962	29.49048668	29.95018605	30.01225288	30.22963114	29.24454226	29.84998462	30.20862345	29.72458655	30.43121518	29.41314603	29.8526359	28.93227284	29.46322295	29.22091892	29.70300852	28.98516869	29.85110233	28.9638623	29.09978938	28.6772765	29.28347953	28.67512393	27.17073745	26.66898494	26.49847503	28.1360419	27.5241751	27.03454157	24.32697417	24.75475745	26.93562045	29.12853947	28.22770473	25.31906898	27.36093346	26.32058463	26.76555263	26.41573893
CG32147	FBgn0047178	22.57001892	22.3999882	22.14336145	22.63442464	22.51841578	23.21026687	21.83134253	23.68553284	22.10634439	22.2055269	23.35306916	22.60137133	22.28352676	22.71925521	22.55010407	22.69842627	25.61090791	24.58760723	24.6799303	25.19267782	22.25256348	23.30769394	22.45757404	22.73970909	22.79709965	22.31148812	21.77889055	22.41085119	22.44676011	22.45909035	22.77922101	22.65078155	22.61685319	22.47505368	22.82231069	22.50620718	23.13170342	22.49554423	22.5322333	22.27009136	22.40843842	22.92069477	23.04950996	22.34191037	22.50950635	22.5379512	22.06782863	22.66299485	22.39541457	22.1433669	23.07824034	22.71202878	22.56031509	22.54194666	21.99001465	22.39909054
Pdi	FBgn0286818	35.32693534	35.5890545	35.57483291	35.48360719	35.88155482	35.56833478	35.41453404	35.69633651	35.57567834	35.59537681	34.89238505	35.83960929	35.59573804	35.76238084	35.70887526	35.81771762	35.76062232	35.78894216	35.55610703	35.49982161	35.68653434	35.61379509	35.84289033	35.50967586	35.47710625	35.68848969	35.33641077	35.57155925	35.31358459	35.36821505	35.72051626	35.58598084	35.61338346	35.73241793	35.22572261	35.77291178	35.5956269	35.78643695	35.32298	35.7502506	35.94900772	36.02298329	35.96518514	36.05718384	35.70140641	36.04325444	36.06996038	36.22236142	35.81976481	35.77133826	35.79739848	36.1077612	35.54986803	36.024367	36.03886739	35.92060821
mRpL39	FBgn0036462	32.74384617	32.72839909	32.77698021	32.77895875	32.75976457	32.70868002	32.42111552	32.76657283	32.8451499	32.52227256	31.94272593	32.65729695	32.33167416	32.10901925	31.90691502	32.08048997	32.33180761	32.2563398	32.06052952	32.02666885	32.29977489	31.87602442	32.15921459	31.80654992	31.65693483	32.21315092	31.5718587	31.79032667	32.30012959	32.01724019	32.00881825	31.75513484	31.93884117	31.81107524	31.07851903	32.03524979	31.92666438	32.23985071	31.51915859	32.15990628	32.41822764	31.8620472	31.5774071	31.81573909	31.80873765	31.99030445	31.64250412	31.9147047	31.88507391	31.35110746	31.66229343	31.93736853	31.56651572	31.80662674	32.19034069	32.21242632
CG9628	FBgn0036433	22.43190529	22.44326821	22.58509019	22.5932365	22.75373333	21.55528077	22.70458469	22.6125894	22.38332074	22.72589013	22.85036313	23.46044222	23.09195838	22.74415347	23.50504944	22.13663448	22.32011806	22.66768291	22.32825234	22.31200716	22.7542399	22.61794242	22.45228613	22.2540193	22.36349633	22.5741806	22.33522673	22.82015477	22.54815612	22.49663926	22.42625667	22.71544024	22.51384935	22.39675847	21.8515164	22.54489577	22.3819525	22.60817873	22.65524892	22.32592497	26.25340649	26.33075676	26.12415729	26.5758575	27.35001154	26.5464109	27.05744693	27.48669449	26.58002089	26.37522935	26.97574408	27.07551293	27.27070595	27.05237667	27.37127481	28.39746143
dlp	FBgn0041604	27.24680872	26.4919014	26.69498014	27.06014603	27.39214733	27.61827918	26.90449093	26.84014133	28.81881965	28.471309	27.16959109	28.65071778	28.11068147	27.90982141	28.32783083	27.97251578	28.69713647	28.37193945	27.98956029	27.98467991	27.81145809	27.77781113	27.91604399	27.83013973	27.92462016	27.94664904	27.75002293	27.62867514	27.95814734	27.8827367	27.75569995	28.14642192	28.02258074	28.11306872	27.01456914	27.96179428	28.5693889	27.02780934	28.02791477	27.6514365	27.21122558	27.7655971	27.80415111	27.45473844	27.43141446	27.47753694	27.98381055	27.72201482	27.85863538	27.03317663	27.42965984	28.06146975	27.44086853	28.30626032	27.93359593	27.84320024
Tdrd3	FBgn0036450	29.05809237	28.56873682	28.58139955	28.89899659	29.18954563	28.81112119	29.26907898	29.05819561	28.90641332	29.25601917	30.40973146	28.90279596	28.92447859	29.2446103	29.50457189	29.61317595	29.07574243	29.4483323	29.46905878	29.36164472	29.1814879	29.49445968	29.42936054	29.61415942	29.69225526	29.45984685	29.8345767	29.54861354	29.63543755	29.64259879	29.44197672	29.49973372	29.66749685	29.1716682	29.83038155	29.50003777	29.40665345	29.14571767	29.36673875	29.25864959	29.42446324	29.31848727	29.32498048	29.26037811	29.07262834	29.31477604	29.10489592	29.41054037	29.65336842	30.13736182	29.20457152	29.04437294	29.08542456	29.51681282	28.99658072	28.78378594
CG9425	NA	28.68905859	29.18718732	28.98793533	28.84664125	27.42878173	29.13907103	28.69981907	29.60441817	29.15790851	29.11075613	30.56028749	29.34153223	29.43535456	29.18982837	29.80800877	29.8595687	29.92436532	29.30534726	29.93592951	29.73086638	29.03301905	29.8986507	29.30849704	29.61537027	30.13344743	29.76763471	29.91755278	29.49653732	29.55033947	29.67429905	29.50127231	29.52065788	29.65841681	29.24143141	29.35392773	29.47514178	29.64478322	29.33649723	29.83685026	29.08997629	29.08365056	29.34019552	29.24470103	29.28195531	29.58974434	28.96493651	28.86626198	28.60024086	29.55773389	29.57235577	29.42973964	28.95518433	29.31055697	29.16118052	29.16386957	28.92294869
gnu	FBgn0001120	29.49870708	29.16266972	29.56198132	29.23459581	25.7141344	26.11865012	26.17027901	26.10273536	24.32572333	25.06167575	26.21848035	25.64585295	22.38390669	22.94010533	22.52938619	22.93329809	22.73378126	22.79070304	22.4587596	22.58185222	22.59779864	22.42230377	22.7057804	22.55512467	22.52449537	22.62924687	22.55839992	22.39092523	22.69765299	22.23882516	22.61571515	22.19946027	22.73644581	22.60244743	22.73282702	22.65883622	22.53612934	22.71644745	22.48217949	22.51441484	22.18663327	22.35135321	22.3078554	22.28409698	22.7508941	22.59606943	22.80176604	22.56026873	22.11113493	22.08361395	22.53824396	21.83665515	22.91687061	23.08037824	22.97854356	22.35923076
NHP2	FBgn0029148	29.44789896	28.43587115	28.66759836	28.94773614	29.28760231	28.89911713	29.12726066	28.22149523	28.90675736	29.53270792	29.12524176	29.31510007	30.06560978	30.08878917	30.14819319	30.14370013	30.48903227	29.8343808	30.00048117	30.01704103	30.34868267	29.71466503	29.88221194	28.83984109	30.60257881	29.86378332	30.18895641	29.78902089	30.33979215	30.55882884	30.4016173	30.59974444	31.07680021	30.90339948	30.17009273	30.51700062	30.43718166	30.81069229	30.48289232	30.93810504	31.23031852	30.86378332	31.33750776	31.10343339	31.0011526	31.24745401	31.45208904	31.63079397	30.39396859	30.79923342	31.01677544	31.68637258	30.72801383	31.39876652	31.71136999	31.77654888
bmm	FBgn0036449	28.12711303	28.37517522	28.31272213	28.25331632	27.81964206	28.92484666	28.14438106	28.67053902	28.65499061	28.91553122	28.24168143	28.87334981	28.06994278	28.63377589	27.91746742	28.11058192	28.05889231	27.95282619	27.86396051	27.80734863	28.62149667	27.95560007	28.13285936	28.0787226	28.14724717	27.8459537	27.39165581	27.94273991	28.22628121	27.81555588	27.46256006	27.10799108	28.24653693	27.56310944	26.96466114	27.56289116	27.8512066	28.15450834	27.42061369	26.46844519	27.91067932	27.74316804	27.42566411	27.31665442	27.60385246	27.74778426	27.03275638	27.37036042	27.46497618	27.41005508	27.38738893	27.84397892	27.48308459	27.74605491	26.6263095	26.93932471
mop	FBgn0036448	28.86814762	29.14603341	28.94072536	28.66661681	28.46548227	28.11550164	28.51148786	28.8164717	27.89209186	27.9411173	28.38463338	27.90575369	28.98693236	28.65799111	29.32562391	29.07846813	29.10312069	28.71754407	28.94932349	29.12878526	28.39941862	29.14160669	29.1164687	29.29649113	29.27741731	28.83222409	29.11968757	29.05450007	29.01757207	29.00742205	29.06512182	28.79361695	28.82119421	28.80470504	28.91812172	28.43089627	28.33960104	28.37844509	29.04520657	28.73615137	28.23986209	28.32675993	28.17025991	28.51461372	28.57629012	27.87671974	27.91125098	27.39067227	28.80836175	28.94921215	28.30938642	27.91439106	28.44876551	28.11599765	27.73305061	27.49403997
Trl	FBgn0013263	26.53423032	23.5653485	25.45112436	24.54307053	22.35528119	25.39724924	23.79610141	24.97281155	27.47119269	27.83827882	25.87344956	28.67323779	27.90546679	28.09078399	27.7351831	28.26798586	28.01121335	27.28691967	28.40718042	28.23630775	28.32551669	27.77705862	28.029548	28.26597595	27.82777986	28.46940819	28.0869434	28.61967897	28.58444939	28.79436088	28.53819586	28.83830888	28.91513227	28.72178672	28.6199238	28.70987572	29.39697172	29.41401354	28.8440388	29.7174787	29.71689025	29.47863661	29.95864519	29.09712883	30.41417488	30.39458198	30.23077659	29.83960085	28.70008375	28.58147139	29.37513378	30.34170188	30.11010894	30.23352196	30.73068826	30.39427532
CG4914	FBgn0036436	21.30193741	22.64662748	22.57660385	22.13182765	22.65794148	22.69308961	22.51221959	22.95422902	22.60375922	22.70472425	22.30919295	22.94962877	22.3313949	22.62513352	22.80066318	22.44269662	22.29105428	22.50671424	22.5179684	22.4816307	22.10029424	22.65779017	22.60231776	21.99706459	22.44053373	22.99118703	22.62523655	22.80178097	22.31564032	22.60152121	22.44443211	22.84098736	22.47033142	21.98217348	22.78409099	22.65225886	22.71276462	22.44460803	22.44958226	22.49229907	22.66926957	22.72299227	22.47937343	22.73569941	26.45414804	25.96188257	25.75503772	26.44254631	25.83904831	25.43440833	25.89492709	26.35492824	26.44300498	26.02081246	27.50430669	27.27124045
RecQ5	FBgn0027375	22.75851492	22.55410089	22.96747713	22.39959469	22.21809466	21.78539741	21.66877374	22.35233133	22.73644381	22.93661216	21.59863918	23.30210764	22.49431773	22.5124455	22.86276318	22.60462631	22.59988049	22.68485985	22.25718173	22.32754255	22.28218819	22.41123746	22.49087025	22.78010858	22.65389555	23.04747116	22.46858279	22.59742133	27.99569028	27.89338668	27.86230591	27.9723129	27.80614146	27.79447558	27.77881058	27.35732545	27.25313595	27.18442414	27.35127599	26.75238575	27.09546978	27.50377613	27.42181778	27.57737108	26.92184694	27.6650585	27.43698318	26.97311821	27.199198	27.1231707	26.64979318	27.41191449	28.56128946	27.29579079	27.35110746	27.64656959
Mpcp	NA	35.24480592	35.609068	35.71776161	35.38686368	35.26633068	35.57739585	35.26594662	35.58346114	35.43573581	35.16196435	34.69716547	35.31115	34.55453551	34.77190394	34.62978488	34.54811741	34.67256146	34.59801451	34.71512958	34.63325407	34.52495969	34.32984465	34.7040378	34.47695542	34.44109618	34.70532594	34.06238042	34.49547981	34.81473687	34.39547604	34.33024547	34.59384752	34.49898995	34.48591759	33.80433963	34.52291559	34.8847192	34.80275189	34.33564571	34.29700249	34.71916509	34.61066375	34.48483786	34.48117277	34.60316492	34.87701241	34.7192161	34.79764005	34.16241462	33.99656388	34.45500801	34.85424588	34.50213586	34.74359542	34.845206	35.05915994
stwl	FBgn0003459	22.55066502	22.99605538	21.38044815	22.89089379	22.25126421	22.63947747	21.85143978	22.35452812	26.9433549	28.04791253	26.43338983	29.01905793	29.91256494	29.15812527	29.67903989	29.47672612	29.69740164	28.87114778	29.75059802	29.69695413	29.72146081	29.00450505	29.48350749	29.72549696	29.49050581	29.26291102	29.52540784	29.53851041	29.64746194	29.9540751	30.02379715	29.96705502	29.96126991	29.6977496	29.74711198	29.93592951	29.85061064	30.09848482	29.82729531	30.21013418	30.10923726	29.67215889	29.9276183	30.39048778	29.98834174	29.76837638	29.92337382	29.63637138	29.55473676	29.14850839	30.02273946	29.83066865	29.43117532	29.59263405	29.71556535	29.7323876
fz	FBgn0001085	25.49783576	24.97785121	25.21568423	24.95069222	26.09383904	26.04639365	25.32591121	26.41649616	27.28383274	26.62002871	26.03846123	27.90012017	26.76483819	26.43604596	26.93505837	26.94391376	27.35026452	27.79160022	26.28342654	27.14423517	26.63200829	26.96069012	25.96758829	26.20400241	26.03510872	26.1014535	26.0822704	26.73078542	26.82868796	26.55676599	26.65841063	26.32331911	26.03109523	25.83983887	25.90642176	26.13632808	26.49422313	26.74816828	25.85124235	26.10153365	26.42997902	25.93712575	26.41686658	26.17978954	26.05876848	26.22060992	25.96133063	26.59704662	26.97648015	27.47597294	26.38802977	26.95315934	26.90840935	26.36491198	26.69245481	26.93246997
Gl	NA	29.56452743	29.46760204	29.38446871	29.33417564	29.62315508	29.45348303	29.91213661	29.53628857	29.61176984	29.34986395	30.71832827	29.78704444	30.1989405	30.09358218	30.18470694	29.94712301	30.15436347	30.20594672	29.99334477	30.03682235	29.85724168	30.31592063	29.98128101	30.22584468	30.3246372	30.12460104	30.37575523	30.33330142	30.02656992	30.40496992	29.97131015	30.20501452	30.04856225	30.05517269	30.41950907	30.00101834	30.11594806	29.69884265	30.22584468	30.17676472	29.77014222	29.77712134	30.02722931	30.0640683	29.65753121	29.60535464	29.61866426	29.69268759	30.06316834	30.44766253	30.04087689	29.45181401	29.83617309	29.53891738	29.57674062	29.49165297
ssp2	FBgn0036389	27.84750769	27.68999168	28.18532153	27.51307047	27.13349643	28.44379546	27.30059876	27.09254924	26.99582631	27.58935147	26.766482	27.08608292	24.8381706	26.5860614	26.76205209	27.3882926	26.73724796	26.52232028	26.92013965	27.08749991	26.73892349	26.88460095	26.38193855	26.79228312	24.86551883	26.5325816	26.58376822	26.9659824	26.16234799	27.15015602	26.7509813	26.40945633	26.82832479	26.38906437	27.03998848	27.05558646	26.31222876	26.79699255	27.23826828	26.69909096	26.64388921	26.68672321	26.64938206	26.48562015	26.68872059	26.09613363	26.51138229	26.72819228	26.61329892	26.78469095	26.99808835	26.54714671	26.05674349	26.15153084	26.38619061	26.41806768
26-29-p	FBgn0250848	36.33865373	36.54250689	36.70083823	36.48231535	36.10852084	36.79217062	35.89417091	36.52845714	36.25836669	36.20012884	35.35494715	36.27195767	35.61601587	35.94377843	35.5748611	35.82837397	35.55098617	35.64589459	35.66103	35.83123232	35.76280158	35.52627223	35.9320968	35.53284607	35.24838041	36.00445482	35.11926859	35.77224816	35.52393801	35.4588012	36.08897472	36.06334516	35.29775416	35.77936	34.89780363	35.60275024	35.44991437	35.864729	35.50941041	35.23270748	35.66320581	35.49821726	35.52183397	35.07662503	35.22295514	35.39435838	35.35412615	35.12042782	34.99559553	34.7446984	35.1431147	35.50178006	34.95037728	35.07251813	34.76089491	34.70326436
upSET	FBgn0036398	22.67699271	22.69179111	22.36658457	22.281232	22.30398294	22.19719678	22.49308971	22.50395563	23.32638768	22.45325356	22.61657559	22.5448563	22.5077776	22.65170742	22.22639511	20.49973851	26.73879467	26.55817443	26.56404038	26.37247095	26.2858973	26.46219767	26.64388921	26.34661734	26.16273214	25.9252241	26.36790542	26.38347201	26.15087305	26.04967907	26.3059822	26.39935343	26.20024624	26.33354383	26.62296315	26.44772558	26.75748137	26.25763846	26.70345415	26.30267434	27.65512713	26.69032478	27.00528171	26.96818179	26.96906061	26.82432387	27.06681612	26.61231487	26.88774141	26.5824767	26.76331916	27.04186917	26.83773764	26.9589217	26.55035048	26.87946846
CG6650	FBgn0036402	25.17082524	24.98042947	24.94919152	25.00735788	26.58910398	26.48015932	26.71823701	26.38497666	28.10978523	26.94051876	26.65867217	27.24499584	26.51966001	26.71004	25.95244853	26.3164818	26.3509052	26.43891924	26.74419514	26.35334729	26.15821196	26.06685717	26.6673615	26.28151763	26.4619515	26.32738543	25.92858994	25.96654751	26.84326015	26.12784118	26.34499341	26.45556954	26.24731712	26.28772175	26.40896488	26.1122933	26.53689992	26.69962053	26.30742472	25.87520864	26.49024948	26.17325265	26.38957318	26.26779839	26.25387532	26.61722845	26.48690927	26.14200501	26.51353543	26.3453488	26.29928908	26.2716501	26.47835502	25.81682566	26.08276398	25.90416206
Hsc70Cb	FBgn0026418	33.40578151	33.3041616	33.32817335	33.06414862	33.08826792	33.11382324	32.98082154	33.07081613	32.81934133	33.05175784	33.17715098	33.26108464	34.00946912	34.24040529	34.34618775	34.27905153	34.30150665	34.4092636	33.83592095	34.12932279	34.36821505	34.5192875	33.85378129	34.32596427	34.16421434	34.15300465	34.51570899	34.40057436	34.32180471	34.51029505	34.14793552	34.05447743	34.1307808	34.30007503	34.4833369	34.22460907	34.22532758	34.07558944	34.23940974	34.35704676	33.96567972	33.93999719	33.98930651	34.24933446	34.09088807	33.88676439	33.79391534	33.99908696	33.84754129	34.0792505	34.16578725	33.51147372	34.38978291	33.74424728	33.38946241	33.53461531
CG6833	FBgn0036405	22.56515762	22.27905819	22.43302617	22.53825545	22.60189845	22.06220608	22.69152702	22.19735516	22.13742582	22.56616316	22.35062451	21.93452683	22.65305955	22.80333689	22.05986711	22.52902565	22.67463055	22.49308541	22.15799935	23.2702765	22.47081159	22.45774367	22.17174068	22.16468969	22.46838221	22.42909703	22.23506953	21.94626835	21.69238339	22.64247793	22.42272994	22.42875335	30.45317703	30.67912769	30.55066829	30.61025673	26.91796915	26.18965402	27.92399713	26.65881921	26.59761628	26.03168421	27.5262664	26.6302971	26.88629125	27.53155578	26.00810629	26.85520943	26.40199347	26.40587481	25.90230072	26.15043402	22.43347582	22.87658517	22.68752226	22.39544408
