gene_names	gene_ids	imputed.log2.LFQ.intensity.00h_1	imputed.log2.LFQ.intensity.00h_2	imputed.log2.LFQ.intensity.00h_3	imputed.log2.LFQ.intensity.00h_4	imputed.log2.LFQ.intensity.01h_1	imputed.log2.LFQ.intensity.01h_2	imputed.log2.LFQ.intensity.01h_3	imputed.log2.LFQ.intensity.01h_4	imputed.log2.LFQ.intensity.02h_1	imputed.log2.LFQ.intensity.02h_2	imputed.log2.LFQ.intensity.02h_3	imputed.log2.LFQ.intensity.02h_4	imputed.log2.LFQ.intensity.03h_1	imputed.log2.LFQ.intensity.03h_2	imputed.log2.LFQ.intensity.03h_3	imputed.log2.LFQ.intensity.03h_4	imputed.log2.LFQ.intensity.04h_1	imputed.log2.LFQ.intensity.04h_2	imputed.log2.LFQ.intensity.04h_3	imputed.log2.LFQ.intensity.04h_4	imputed.log2.LFQ.intensity.05h_1	imputed.log2.LFQ.intensity.05h_2	imputed.log2.LFQ.intensity.05h_3	imputed.log2.LFQ.intensity.05h_4	imputed.log2.LFQ.intensity.06h_1	imputed.log2.LFQ.intensity.06h_2	imputed.log2.LFQ.intensity.06h_3	imputed.log2.LFQ.intensity.06h_4	imputed.log2.LFQ.intensity.08h_1	imputed.log2.LFQ.intensity.08h_2	imputed.log2.LFQ.intensity.08h_3	imputed.log2.LFQ.intensity.08h_4	imputed.log2.LFQ.intensity.10h_1	imputed.log2.LFQ.intensity.10h_2	imputed.log2.LFQ.intensity.10h_3	imputed.log2.LFQ.intensity.10h_4	imputed.log2.LFQ.intensity.12h_1	imputed.log2.LFQ.intensity.12h_2	imputed.log2.LFQ.intensity.12h_3	imputed.log2.LFQ.intensity.12h_4	imputed.log2.LFQ.intensity.14h_1	imputed.log2.LFQ.intensity.14h_2	imputed.log2.LFQ.intensity.14h_3	imputed.log2.LFQ.intensity.14h_4	imputed.log2.LFQ.intensity.16h_1	imputed.log2.LFQ.intensity.16h_2	imputed.log2.LFQ.intensity.16h_3	imputed.log2.LFQ.intensity.16h_4	imputed.log2.LFQ.intensity.18h_1	imputed.log2.LFQ.intensity.18h_2	imputed.log2.LFQ.intensity.18h_3	imputed.log2.LFQ.intensity.18h_4	imputed.log2.LFQ.intensity.20h_1	imputed.log2.LFQ.intensity.20h_2	imputed.log2.LFQ.intensity.20h_3	imputed.log2.LFQ.intensity.20h_4
CG32138	NA	26.4896678	26.46979631	26.66573623	25.93636207	25.00311227	25.91490424	25.34861092	26.52282909	26.39820691	25.70001758	25.54854971	26.25353273	23.00744568	22.65300146	22.59311987	22.7409443	22.512284	22.80538611	22.42868769	22.57827318	26.11062174	26.44776258	26.16729557	25.85895252	25.92465414	26.04069925	25.87570385	26.09979062	26.12579355	26.17786264	26.01465426	26.1862193	26.76572355	26.30804997	25.85255256	25.98826047	26.60356953	26.82578003	26.3832083	25.88739281	26.89377053	26.40174748	26.06422766	26.33720361	26.72533443	25.8381225	26.33926122	25.42553607	26.30712936	25.26470603	26.08960258	25.93082449	26.2901934	26.53852891	26.7649647	26.68471845
Pex1	FBgn0013563	26.4204852	26.28031443	26.5214369	26.59633582	26.06412485	25.96789606	26.11221374	26.11713783	26.54480552	26.45378129	25.99785154	26.07577813	21.60174093	22.69032927	22.5334462	22.20119579	22.03948585	22.35315997	22.63553269	23.12390613	22.88280026	22.80423525	22.40839737	22.3386787	22.24047338	22.43426038	22.46324916	22.08088159	22.27072952	22.22939143	22.37507961	22.63921431	22.74786868	22.72936281	22.94001328	22.91897432	22.24817686	22.55719605	22.45017345	22.69289099	22.6358775	22.49236757	22.67953456	22.98831891	22.55318667	22.47071186	22.51847765	22.24657853	22.33396897	22.30477244	22.67503758	20.75628527	22.60662983	22.5255971	22.09680844	23.06034781
blue	NA	22.4902918	22.12495815	22.25259698	22.1849863	28.36601648	28.05273942	28.1625977	27.72430005	28.07857666	28.24308846	28.33291249	28.0922972	22.70207751	22.40956361	22.35429942	22.58480984	22.74087109	22.56256429	22.62525031	22.8841906	22.81003445	22.12629246	22.40479444	22.75726825	23.03044577	22.44700396	22.5598598	23.07546868	22.26596978	22.54495821	22.87639217	22.33421276	22.53851322	22.44354226	22.72956414	22.83944982	22.42304593	22.09022758	21.98572339	22.43218776	22.57314618	22.7075342	22.62469995	22.62934119	28.76063808	28.17117139	28.05362002	28.38836785	27.57316412	28.39272056	28.33835624	27.98306329	21.74007946	22.44721875	22.47855907	22.50896471
endos	FBgn0061515	28.94558904	28.77868857	28.57387303	28.49941059	29.79637376	28.21697079	29.76621343	28.35967745	28.57852322	28.848493	29.00514783	27.48015932	29.04262597	28.96113188	28.96306302	29.01001296	29.367218	29.1567278	28.96162871	29.12243031	28.8038125	29.02321552	28.88031541	29.12718684	29.63465888	28.43081653	29.25898648	27.96949982	28.84212136	28.73650624	29.00801009	28.57855921	28.85459887	29.05452595	29.49644208	28.58534517	28.66101937	28.74874411	29.4875764	29.28524473	28.65427366	28.31116354	28.60268499	28.90072482	27.65040964	28.83548053	28.82067701	30.03917798	28.93960495	29.6599483	29.46717444	28.38475688	27.49358198	28.64694719	28.27088414	28.51675647
ptip	NA	22.30938031	22.29141184	22.49277804	22.16235912	23.05997598	22.23736606	22.33409158	22.41978903	22.57753571	21.38171408	22.53154667	22.26714862	26.17500916	25.83984025	25.96346056	25.81058811	26.20335327	26.1574026	26.38172272	26.46672268	25.89525076	26.14246391	25.82552052	26.06597435	26.29850271	26.44765326	26.57403911	26.38939266	26.13347683	25.89924443	26.264366	26.53923917	26.56843966	26.27703591	26.58391165	26.10497588	25.87986571	26.14230809	26.78917641	26.58147139	26.78855426	26.53003799	26.49640399	26.93988513	27.05154718	26.3527582	26.70371816	25.68330007	26.68190709	26.54367037	27.12927673	26.58806494	26.85614357	26.6931198	26.80808552	26.79104124
CG8783	NA	25.53103515	25.75905736	25.74678533	25.57357693	25.63586412	25.64366787	25.98126468	25.12056285	24.96653111	25.66619691	26.27770995	25.09462444	25.77623074	25.48990897	25.61874557	25.61113312	25.33714514	25.00914432	25.33808576	25.67438138	24.64880902	24.54343655	25.05328856	24.84282772	24.97463399	25.08950156	25.3894496	24.31852105	24.91979161	24.87725394	24.96248363	24.87084217	22.35616892	22.33905312	22.34378152	22.30367918	22.68866759	22.56396569	22.46637366	22.7419344	22.41133291	22.5693797	21.5110403	22.95097611	22.31308631	22.49342982	22.36156582	22.62591333	21.90716853	22.59832729	22.49860833	22.06366572	22.41368307	22.48073455	22.57444102	22.60624355
Spt20	FBgn0036374	22.54653408	22.91145274	22.72282891	22.49732738	22.17304847	22.6904825	22.35171321	22.24024115	22.51591909	22.83345439	22.78389616	22.43166514	26.12022269	25.85836885	26.17839466	26.06517833	25.78962418	25.90163194	26.1285493	26.41103361	26.14731412	26.02307801	25.77374499	26.53818267	25.62923426	26.21301027	26.21441607	26.33032592	26.27478344	26.27406467	26.16641646	26.01765071	25.6838087	26.30792842	26.2598306	26.23307898	26.32991894	25.75389083	25.9544246	25.83804496	26.32541407	26.14308702	26.00579568	26.58075288	26.10182079	25.95986156	25.88718361	25.99261518	26.29040777	25.32755676	25.93237986	25.3168471	26.42882964	25.62633735	26.90416452	25.35153387
Liprin-beta	FBgn0036376	26.17249343	26.70324274	26.42502859	26.71227236	26.16804205	25.8098525	26.33873434	26.58777889	26.89550502	27.9662575	28.13701973	27.25808794	27.35967745	27.00955922	27.54215053	27.8541827	27.91056497	27.48423767	27.68712383	27.74611899	27.97174868	27.86525922	27.33994077	27.67613335	27.54222434	27.84738821	27.70786999	27.39819569	27.16729563	27.38853895	27.42814277	27.42494371	27.03317663	27.43245027	27.34443476	27.09516793	27.61897925	27.22379816	27.62874466	27.48523626	27.06383694	26.63947982	26.86961907	26.73466642	26.49785098	26.41530375	26.40262593	26.23439938	27.05940817	27.17331343	26.76002244	26.11913839	26.93865192	26.80156332	27.08911762	27.07265389
Vps36	FBgn0086785	22.58539773	22.63393335	22.51261783	22.45590709	22.71600163	22.48986069	23.60475659	22.4103063	22.88332405	22.58847955	23.08055659	22.71788781	22.37409632	22.51239365	22.84498433	22.71179075	25.40824188	25.51572622	25.29186261	24.90939799	24.33869404	24.86932721	24.72176717	24.75385247	25.04771153	24.56502514	25.25084409	25.30250658	25.96582831	25.65048629	25.20232175	25.3239896	25.95058089	25.36940432	25.25942779	25.30368489	25.62994121	25.04090896	25.63381053	24.93979548	25.51912723	25.52336765	25.21981638	25.66000612	26.17725437	25.99831218	25.32471015	25.82123679	25.93613738	25.67839189	25.62488825	25.02631135	25.67341303	25.50460977	25.55911704	25.25598317
Abp1	FBgn0036372	27.53934272	27.13398629	27.71410819	28.12164014	25.70601303	26.63284037	27.56710532	26.14503251	26.71319057	26.27992494	25.13049484	27.60201238	28.02258074	28.06599489	28.41356976	28.85361772	28.65058084	28.55683906	28.4579113	28.51235474	28.46053051	28.88745092	28.09888635	28.92048043	28.89238143	28.59637137	29.00517461	28.7067179	28.5727533	28.57596567	28.48565853	28.75655912	28.03967479	28.4951462	28.78989154	28.64443944	28.91342122	28.57358415	29.07451802	28.49777486	28.41009553	27.95737256	28.41872527	28.54929314	28.09722932	28.16024298	28.43940284	28.51544112	28.34388436	28.67683952	28.45179436	27.99717319	28.45892828	28.14223991	27.82941403	28.21706327
Nplp2	FBgn0287423	27.66268391	27.98440829	28.06943067	28.12839197	28.29342464	26.96730244	27.43706258	27.51758265	27.90924919	26.93427109	26.15871276	28.1169396	26.42049447	26.39776417	26.61189293	26.56690216	28.01350465	25.80911652	26.8884207	26.66641365	26.68530616	26.23783081	27.55732956	26.78892758	26.27321637	26.46438421	26.39693204	26.48456036	26.9432431	28.37351676	27.48023638	27.25592916	26.76572354	27.40112899	26.19944141	26.7187001	27.99372267	26.41995504	26.68605527	27.16048344	27.13828993	26.87818247	27.13114277	27.32740257	27.29281056	26.7598955	27.6063258	28.09607329	28.64862803	27.30686871	28.96768722	28.61280024	27.26847675	27.48008226	26.80119326	27.0804657
ImpL1	FBgn0001256	22.52018537	22.71321969	22.50921329	22.47362318	22.24539917	22.68520628	22.33799994	23.12978467	21.37419382	22.7290677	21.76456033	22.15920405	22.94055594	22.82744046	22.45024341	22.59592801	22.64504039	22.56388191	22.64411102	22.42663825	22.20644045	22.55131599	22.32285524	22.6723412	22.23952738	22.46562853	22.75977651	22.06552118	22.43874878	22.32205472	22.72011447	22.4672237	22.41096113	22.6391867	22.66549853	22.7858811	22.43376903	22.62693628	22.25941475	22.34066991	26.30351071	26.5506147	25.71381986	26.27916336	28.12893272	27.69909096	27.41256067	28.19022882	25.18036903	28.98847719	27.48346905	29.14831443	28.94999133	29.16314978	27.5253705	27.8148839
CG14110	FBgn0036352	22.81913076	22.45078084	22.35940722	22.57355321	22.46830899	22.66818749	23.14679716	22.37139042	22.56624095	21.93535693	22.61114566	22.84651873	22.18352329	22.12842599	22.41853683	22.66233339	21.54021533	22.13741265	22.46231383	22.51350622	22.43458747	22.18871134	22.42446422	22.27950003	22.65099244	22.11840666	22.65590886	22.71497147	22.45888122	22.24428976	22.63586777	21.96409918	22.57940051	22.56862146	22.82600951	22.70711357	22.23925212	22.70372546	22.33884916	22.3666744	27.20200407	26.75366134	26.96760335	28.31902589	28.05030205	27.29193285	27.46216998	27.96933514	26.84971624	29.01110669	28.36202112	28.37604515	28.23676393	29.44699246	29.46318396	29.71738064
flr	FBgn0260049	31.46119433	31.12052824	31.35058068	31.13283485	31.21459903	31.00303093	31.07546193	30.93065251	30.93578904	31.00791655	31.16050748	31.39033402	32.14275724	32.37779895	32.56603932	32.71934872	32.39532282	32.41023709	32.41656764	32.44968074	32.61212589	32.55636403	32.45904558	32.7794872	32.59686007	32.43564268	32.83883482	32.91440176	32.38710129	32.57720449	32.54037781	32.52869	32.44482736	32.44203606	32.96035525	32.40235453	32.256621	32.14056493	32.470388	32.63421746	32.10055401	32.14867809	32.13448823	32.64806654	31.8755851	31.941712	32.06178517	32.2458969	32.01021976	31.81737932	32.22463782	31.9320968	32.01191978	31.80766339	31.48874504	31.9828455
CG10732	NA	25.23316785	25.6009072	25.48622334	25.48431362	25.88401476	25.67607953	25.86023705	26.31532469	25.56823159	25.69221534	25.3844111	25.53644051	27.06270529	26.67801571	26.26988601	26.7135839	26.06070731	26.39671047	26.13692198	26.82079872	26.24358385	26.16643389	26.2684946	26.62226501	26.47841674	26.80501268	26.53216541	26.09922756	27.45083961	28.26660156	26.51478676	27.23740636	26.44325798	26.6566565	26.87103025	26.0372257	26.24544927	26.38327423	26.98185258	26.68658965	26.96411027	26.32663137	26.82298776	26.75519057	26.67168661	26.37039368	26.11092037	26.75238575	27.30990678	27.80452042	26.7649647	26.19266681	26.53452719	27.44110607	27.06095463	27.08719639
Poc1	FBgn0036354	27.03657216	27.41897433	27.34124151	27.07510485	26.78050994	26.82018463	26.72676406	26.8355389	25.74558057	27.04588307	27.33065419	25.9835279	26.84696996	26.63200829	27.71279712	27.41876548	27.8644329	28.36068235	27.94173298	27.62610058	27.68625568	28.26959178	27.90850495	27.98782693	28.69381771	27.93038462	28.42278033	28.15783624	28.56252729	28.46528764	28.22241684	28.50244889	29.19659751	28.22444232	28.59882207	28.15005915	27.59690449	27.6340876	28.09315398	27.9272792	26.56013805	26.60526632	26.42977156	26.07218364	25.71450127	26.42737564	26.0857791	26.05264615	27.46107721	26.97081665	26.30723361	27.05215782	25.6637292	26.66329489	25.86447372	25.15541583
CG10171	FBgn0036353	26.73003841	26.85766084	26.59307017	26.51993842	26.73414956	26.04650474	26.44782015	26.54470237	27.55691706	26.39497153	25.4670629	26.61516301	26.22909017	26.5383661	25.53901725	26.30115719	25.57563162	25.47864818	25.93131648	26.20579295	26.1174153	25.63189731	25.71514637	25.84840555	25.94777514	25.8613359	25.65045073	25.55927522	26.82578003	26.7627641	27.03322722	26.69529027	26.44294172	25.77301341	25.87834112	25.82582854	26.06196409	26.30031946	25.62533428	25.7444518	25.66296941	25.94884468	25.60496043	25.56156624	26.41750166	26.54632258	25.90094933	25.86731117	26.01601557	26.63747087	25.89578235	26.52062791	26.28702376	26.4708666	26.00019489	26.01586674
CG11263	FBgn0036330	22.41574932	23.29776117	22.08110276	22.54367296	22.51381485	22.2770789	22.98067915	22.55932008	26.14038781	26.09505238	26.62533428	26.87692555	26.53333936	26.03283039	25.64825773	26.10515577	24.69874663	25.63680006	26.34538264	26.39063947	26.12038487	26.79451582	25.86360611	26.54257861	26.34896542	26.20700404	26.6646517	26.3295084	25.96461708	25.98422356	25.74000511	25.86663552	26.61476635	26.7087014	26.59647801	26.64252542	22.56419489	22.88875062	22.2799774	22.17606794	22.28544056	22.79849845	22.32343614	22.67068732	22.42609629	22.5793051	22.6833742	22.5258919	22.69264058	22.72059119	22.432414	21.93648792	22.53579716	22.21479985	22.36700035	21.41121666
CG11267	FBgn0036334	33.96817149	34.45794554	34.75189714	34.55876043	34.58648425	33.9498557	34.71640786	34.62777544	34.17949608	34.47816163	33.17810136	34.12547888	34.22719403	33.87371649	34.17986679	34.03837685	34.17057033	33.48639721	33.96636753	34.01803656	33.99849864	33.57497385	33.83545042	33.52285715	33.91260063	34.04791253	33.2030316	33.76712558	33.90481749	33.65789318	33.71875695	33.55933042	33.74655151	33.77087079	32.79732117	33.50946941	33.63319993	33.76317271	33.42579915	33.83733162	33.86645728	33.36541478	33.41071726	33.77901747	33.28154084	33.84791458	33.85656659	34.34942108	33.531249	33.36971065	34.09151872	33.86636516	32.77758777	33.95731374	33.95809201	34.01122001
ste14	FBgn0036336	27.71456678	27.73498936	27.89758367	27.81317201	27.83966091	28.00554943	27.87302706	27.90896299	28.04218237	27.94798689	27.27692946	27.99053439	27.39517468	27.484545	26.99614968	27.77178	27.90155938	26.74586263	27.31138011	27.6602374	27.37052672	27.41755884	27.22416629	26.89133872	26.54617536	27.34908357	27.05279124	26.10721292	27.19994682	26.86431482	27.33364264	26.80685717	26.96013772	26.87079515	26.93451781	27.01456914	26.65376133	26.99614968	26.73526335	26.85721202	27.30982007	26.48822789	26.51945857	27.01569164	26.84445791	27.87103025	26.69856119	27.28648927	26.78026893	26.5475439	26.76298375	26.79569317	25.86584748	26.15925189	25.31617103	25.65820709
RpS12	FBgn0286213	32.22291197	31.7197567	31.89518719	31.88121293	32.25839126	32.19060561	32.52325453	32.20577198	32.14013826	32.04244333	31.73258977	31.57758718	33.32790576	33.04223131	33.26360512	33.36045212	33.88239782	33.15339733	32.85461744	33.03886739	33.37010055	33.16373463	32.53148141	33.01695804	33.34862992	33.3344474	33.19041428	32.96566252	33.26751713	33.306608	32.96130441	33.07735746	33.30252836	33.44923796	33.12353767	33.3372419	32.76491331	33.13696475	33.03587246	33.24232334	33.91108308	33.0782327	33.28581795	33.4697575	32.22828407	33.07167937	33.26751713	33.59812546	32.79490309	33.05166061	33.32214061	33.52682605	32.15942514	32.94787196	33.14167673	33.05638456
SRm160	NA	26.71319057	26.57298872	26.747144	26.52741532	27.54859577	27.57175486	27.20058968	27.40324378	27.80919014	28.60540763	28.96138032	28.26530535	28.68979178	28.17754903	28.45998361	28.56608924	28.17583725	27.91090802	28.45203011	28.7539482	28.45128344	28.53804781	28.13872935	28.54826443	28.49731805	28.65205226	28.20251793	29.18817828	28.82432387	28.98345723	29.09755586	28.84014133	28.11793046	28.97773764	28.34731034	28.48246923	27.99900293	28.31276541	28.87867947	28.85741968	29.05084692	28.95299277	28.98081814	29.30208162	29.71118944	28.65441025	29.02649077	29.10829026	29.18260118	28.92178602	28.77749763	29.28153532	29.66264996	29.01563283	29.21329	29.1908646
RpS4	FBgn0011284	34.41267423	33.84239865	34.05504337	34.32723658	34.38000756	34.08329867	34.64092168	34.07670466	34.00026289	34.12123872	35.19112795	33.76692819	34.20419835	34.51899451	34.68059995	34.5797576	34.6322792	34.70388314	34.24551444	34.46666165	34.57626984	34.64404183	34.28478433	34.40913713	34.61181819	34.55407802	34.82278268	34.54097819	34.92122916	34.68133327	34.49780103	34.44437075	34.8852194	34.61856144	34.91918788	34.73524565	34.62994768	34.58955685	34.64576041	34.67624476	34.83450889	34.88740007	34.77940892	34.8190748	34.76559513	34.67076903	34.63433648	35.14531833	34.65842532	35.35760395	34.66203871	34.64908435	34.69010411	34.55104348	34.47942708	34.30966018
Syx13	FBgn0036341	29.78721574	29.85187676	29.85080436	29.57466715	29.5563823	29.82520381	29.56552645	30.13833876	30.03865484	29.55839096	29.119366	30.00784974	29.43853065	29.26934655	29.82624994	29.46371017	29.37150332	29.90555287	29.61162915	29.34399022	29.64528157	29.67773015	29.9848157	29.63355073	29.62217772	30.21048259	28.75506319	29.6316441	29.62697088	29.52915561	30.11470767	30.00731511	29.38265602	29.9627873	28.68511962	29.12262778	29.19201771	29.74920781	29.39077475	30.24728423	29.81561695	29.66893423	29.24535859	28.72660167	29.25360937	29.508393	29.31025358	29.35548284	29.4177399	29.12575907	28.84795564	29.6849692	28.49465041	29.10853953	28.69418315	28.43121518
CG11279	FBgn0036342	22.53835937	22.27396519	22.4615674	22.50564386	22.47294212	22.9771878	22.59617667	22.78129821	22.85524865	22.83852493	22.51777516	22.79687842	22.67296423	23.07146354	22.50893367	22.39120669	22.54448632	23.01871311	22.39081565	22.71453538	22.75545779	22.60474998	22.56311806	22.39539828	22.34785981	22.66082784	22.31487731	22.49744232	22.76354326	22.62050833	22.48083559	22.2783322	22.44027941	22.82532153	23.03520344	21.8722908	22.33038721	22.53430135	22.27240366	22.65447871	25.5406143	25.60030707	25.47283559	25.90593727	26.02008705	25.80752061	26.00094852	26.89052721	25.72322152	26.06808446	26.70980098	25.85407567	26.35010542	26.18661603	25.71269219	25.58181615
trn	FBgn0010452	21.69795629	23.89846763	22.75652994	22.57972208	22.68616815	22.99801358	22.52197038	22.56798517	22.5995702	21.75346534	19.99636198	22.51616961	25.69744804	26.4331981	26.7390523	26.5466464	25.77660692	25.83975701	26.23633513	25.49292526	27.91917367	27.62632518	27.27506522	26.46861609	27.46940819	26.55789088	26.17358031	26.44012399	26.96311816	26.18715321	25.39649817	25.40135689	27.09315398	26.57267811	26.41331957	25.85728322	25.7703502	25.94750764	25.76463575	25.71405263	25.95571092	26.02723986	26.46052015	26.12163026	26.28624992	25.78064209	25.79990963	26.73130349	24.92529204	26.31163996	25.6884851	26.31371702	24.84407473	26.59917689	25.7893428	26.12892213
AdenoK	NA	26.44482243	26.62937018	26.84816464	25.86031742	26.20297557	27.43029813	26.83055293	27.10673425	26.68934813	26.00580013	26.35061861	26.91297294	27.56398221	27.13104462	27.29149379	27.81213166	27.28727204	27.79525928	27.31293847	27.47297499	27.85590603	27.87026603	27.51592982	27.67296814	28.25462333	28.28969226	28.41711615	28.25772837	27.69504654	28.10978523	27.98679677	27.98239673	28.25011138	28.21941944	28.90328455	27.98272312	27.34045023	27.47181287	28.18565235	27.88988927	27.65095739	28.2708396	28.10404608	28.41013597	27.1906527	27.72877614	28.04181696	28.5673955	27.70530122	27.94061336	28.10399608	27.84619288	27.45199082	27.74720804	27.73350322	28.14038818
mRpL20	FBgn0036335	30.92733572	31.37062025	31.54830118	31.46776721	31.2740322	31.57425209	31.31397645	31.29521057	31.68244301	31.4486966	30.46304751	31.34360908	31.13399854	30.79273304	30.76895998	31.18813111	31.03111364	30.93128677	30.96684881	30.92507311	31.08353644	30.59174278	30.72077614	30.50758044	30.70981001	31.20908846	30.56719601	30.74117594	30.78089547	30.50739141	30.72045	30.67799891	30.66577011	30.59583806	30.1639895	30.77446886	31.23037578	30.92959479	30.58244081	30.66399042	30.98114489	30.79250034	30.92443611	30.52924871	30.90892005	31.26723806	31.23054757	31.2681867	30.60990462	30.22262412	30.52131333	31.30122044	30.30704248	31.04550603	31.39488858	31.1267562
MICAL-like	FBgn0036333	25.84553039	26.26177557	25.5776448	25.93231227	25.97485356	25.22858632	25.04168121	24.67179288	25.98632795	25.8866721	26.67033641	25.21304428	24.38066768	25.21117548	24.44616891	24.65352848	24.53027918	23.67213224	23.94266845	24.74648928	24.35501228	24.11993403	24.37252897	24.37040112	24.48185362	24.40994546	24.56499978	24.53699345	22.67566752	22.57968824	22.33823256	22.45131237	22.30691101	22.49575921	23.00542445	22.5672107	24.48314611	24.16053785	24.12927673	24.76954149	25.89563778	24.9179795	24.61706026	24.66781907	25.61649949	25.43629285	24.50078686	25.49617175	24.84858614	24.76810558	24.83109943	24.6877379	22.32666208	22.19099391	22.4758779	22.27242257
Ptp69D	FBgn0014007	29.79502699	29.86867752	30.08436042	29.77677633	29.75280044	30.10236994	29.49950564	30.4245233	30.58504066	30.52337139	29.88015482	30.90677169	30.39611432	30.28680953	30.49352472	30.34678217	30.20489796	30.25394744	30.31051363	30.21454113	30.30725967	30.20139655	30.48144948	30.21593001	30.14928398	30.39059027	30.0805535	30.2570989	30.21939636	30.38020114	30.50843078	30.38638192	30.13393731	30.12386138	30.10774172	30.27419887	30.13760612	30.42612419	30.20652904	30.19342843	30.12804775	30.25743615	30.168659	30.06393977	30.0457013	30.06920017	30.08245822	29.7109268	30.01717381	29.832209	30.21025033	30.04218237	30.04765256	30.14819319	30.00985283	30.05943396
